,News
13250,rt AT_USER $ aapl falls 3 % ahead of tomorrow's earnings - what to expect from apple URL via AT_USER
13258,rt AT_USER good apple earnings ease worries over china . URL $ aapl stocks investing markets
13263,"rt $ twtr hft algos triggered sell in sigma-x , crossfinder , ats , lx @ 13:24 , p / t 24.00 quant $ msft $ fb $ goog $ nflx $ tsla $ amzn $ aapl $ qqq"
13264,"rt $ twtr hft algos triggered sell in sigma-x , crossfinder , ats , lx @ 14:41 , p / t 24.00 quant $ msft $ fb $ goog $ nflx $ tsla $ amzn $ aapl $ qqq"
13274,"rt $ twtr hft algos triggered sell in sigma-x , crossfinder , ats , lx @ 15:20 , p / t 24.00 quant $ msft $ fb $ goog $ nflx $ tsla $ amzn $ aapl $ qqq"
13290,"rt AT_USER apple's best days are behind it , says top analyst URL $ aapl"
13309,AT_USER $ aapl apple now up 2 % post-earnings ; pac crest upgrades URL
13316,for years i've been using $ crus as a way to get some extra juice off of $ aapl earnings .
13319,rt AT_USER watch the latest URL morningcall hosted by AT_USER URL $ hedj $ spx $ iwm $ jpm $ aapl $ n …
13330,apple watch : putting a dent in the swiss watch industry URL $ goog $ intc $ googl $ aapl … … … … URL
13335,rt optionalarmchat : free trial or acess to private $ twtr feed oaprivate $ gild $ tsla $ ibb $ fb $ bidu $ baba $ aapl $ googl $ amzn $ nflx $ lnkd $ pc …
13343,"rt AT_USER how about an $ aapl acqui-hire of nick woodman , the brand & marginally unique products $ gpro URL https …"
13346,rt learnbonds : apple inc . ( aapl ) disruptive reveal came after the numbers $ aapl apple URL
13347,rt trading_analyst : here's a replay of our midday market report for today : $ iwm $ tsla $ googl $ aapl $ spy - - - … URL
13354,rt AT_USER $ aapl what did $ aapl do when it crossed above 119.60 like i explained in my report ? ? the market became green along with i …
13362,rt AT_USER xcraft's pitch for the phonedrone on shark tank was a thing of beauty URL $ aapl android flyingsmartphone
13370,"rt hmonzon 1 : gopro : why a merger with ambarella is vital URL $ gpro , $ aapl , $ sne , $ amba stocktwits acinvestorblog ophir …"
13374,rt satish_kumar 21 fourhorsemenoftech $ aapl $ googl $ fb $ amzn URL URL … … … URL
13380,"rt AT_USER aapl apple , inc . 52wk high URL $ aapl $ goog $ nrz $ intc aapl stocks tradeideas"
13387,rt fintechna : rt kthirum 1 : toptickertweets $ vrx $ aapl $ spy $ ndx $ aemd fintech finserv URL 2 … URL
13388,bosocial : rt kthirum 1 : bosocial : rt kthirum 1 : toptickertweets $ vrx $ aapl $ spy $ ndx $ aemd fintech finserv … … URL
13397,apple - fibonacci technicals levels - intraday - pre-opening $ aapl aapl trading URL
13406,"$ aapl active , relative volume : 2.9 , 1h , 12:00 pm , nasdaq $ dji $ ndx $ spy URL … … … … … URL"
13407,scan of various daily charts $ ndx $ qqq $ nyse $ aapl $ intc $ goog $ amzn URL
13408,"hemp hemp , inc . yield URL $ hemp $ ewc $ aapl $ glw hemp investing finance"
13412,rt kthirum 1 : bosocial : bosocial : rt kthirum 1 : toptickertweets $ vrx $ aapl $ spy $ ndx $ aemd fintech finserv … … … … URL
13413,rt kthirum 1 : rt kthirum 1 : bosocial : bosocial : rt kthirum 1 : toptickertweets $ vrx $ aapl $ spy $ ndx $ vscp fintech … URL
13415,google : sundar pichai's very good call URL $ aapl apple $ msft $ goog $ googl … … … … URL
13416,rt AT_USER having 10 different news tabs open for $ aapl $ db $ bp ? we give you 1 URL
13417,"rt AT_USER apple earnings showed investors can dive into the cash-rich stock , analysts said . URL $ aapl URL"
13421,rt AT_USER rt kthirum 1 : bosocial : bosocial : rt kthirum 1 : toptickertweets $ vrx $ aapl $ spy $ ndx $ aemd fintech finserv … … URL
13425,bosocial : toptickertweets $ vrx $ aapl $ spy $ ndx $ aemd fintech finserv URL 2015103 0-18 : 00 … … URL
13447,apple inc . siri “ will stay behind ” if secrets aren ’ t broken $ aapl aapl applenews apple URL URL
13450,via sterlingmholmes : via sterlingmholmes : via kthirum 1 : these assets are seeing a jump in tweets ftse 100 $ aapl $ e … URL
13461,rt AT_USER apple's new cupertino california campus construction shown in drone video URL apple $ aapl investor
13468,rt AT_USER $ aapl this was what i posted this weekend to my follower on powerplantrades a solid plan . check it out . URL
13474,"$ aapl , $ amzn , $ googl team up in fintech coalition | URL URL … … … … … … URL"
13482,"paypal finds another etf home , will join qqq $ aapl $ brcm $ ebay URL via AT_USER"
13495,"your time is limited , so don't waste it living someone else's life . "" — steve jobs $ aapl"
13502,rt racernic : free class this pm . credit spreads . ez way 2gen income using $ spx $ ndx $ rut $ spy $ qqq $ iwm $ aapl $ goo … URL
13505,gain from movement in these buzzing assets $ fb $ aapl $ amzn $ usdjpy $ djia URL URL
13506,rt AT_USER mid day recap by warrior trading URL $ aapl $ tsla $ twtr $ grpn $ chk $ spy $ dia $ tasr $ xiv $ amba URL
13512,apple watch : putting a dent in the swiss watch industry URL $ goog $ intc $ googl $ aapl … … … URL
13518,"$ aapl $ blue $ feye $ baba $ fb gran comienzo de jornada , vamos por mas ! ! ! mas información en : ... URL"
13519,toptickertweets $ fb $ aapl $ spy $ ndx $ spx fintech finserv URL 2015110 5-08 : 00 … … … … … … … … … URL
13520,rt kthirum 1 : toptickertweets $ fb $ aapl $ spy $ ndx $ spx fintech finserv URL 2015110 5-08 : 00 … … URL
13541,"ctle nano labs , corp . stock forum URL $ ctle $ aapl $ amba $ lqd ctle tradeideas investingctrp …"
13558,rt URL twitter stock buzz : $ fb $ googl $ amzn $ aapl $ msft ( 10:31 am ) stocks finance stockmar … URL
13564,"rt bosocial : rt bosocial : $ ndx nasdaq 100 leaps higher on $ fb , $ aapl , $ nflx , $ googl , $ msft , $ amzn , $ nke … … … … … … URL"
13577,delineator journal readers now on secondary delineator down cycle watch after 25 days and 10 $ spy points . $ aapl $ … URL
13578,day trading chatroom for free ! access here : URL $ spy $ qqq $ dia $ uso $ aapl $ fb $ twtr $ gpro $ tsla URL
13579,today's 360tradingview market report - URL today tbi review $ spy $ qqq $ aapl $ fb $ googl & mor … URL
13589,apple watch : putting a dent in the swiss watch industry URL $ goog $ intc $ googl $ aapl … … URL
13597,"you don't buy $ aapl products , you rent them . year old 6 + 128gb sold for $ 710 on ebay . it cost me $ 12 per month : approx wut nflix costs ."
13599,rt AT_USER reits and defensiveness : activist investing daily URL $ aapl apple $ cdk $ chk $ lng $ mgm $ rig $ adsk
13600,rt bosocial : rt bosocial : rt satish_kumar 21 : gain from movement in these buzzing assets $ aapl $ dax $ db $ googl $ nik … URL
13603,toptickertweets $ googl $ aapl $ dax $ spy $ fb fintech finserv URL 2015111 0-08 : 00 … … … … … … … URL
13610,toptickertweets $ aapl $ vrx $ googl $ spy $ dax fintech finserv URL 2015111 0-10 : 00 … … … … … … … URL
13613,rt AT_USER is apple a buy for the future ? traders weigh in URL $ aapl via ( AT_USER
13615,rt AT_USER warren buffett vs . david einhorn : who is better at picking stocks ? URL $ aapl apple $ axp $ ko $ msft $ mu …
13626,"largest open interest increases among single stock options for 11/11 include $ ge , $ aapl , $ sune , $ syf , and $ nbg ."
13631,AT_USER douggie u have been short $ aapl since $ 85 .
13639,rt AT_USER the 1 key figure from apple inc . ' s third quarter that you need to know URL - $ aapl
13644,rt AT_USER apple pulled a popular instagram client from the app store after someone found it was harvesting passwords $ aapl $ fb htt …
13651,rt AT_USER top stock searches on message boards and twitter : $ upot $ spy $ aapl $ iwm $ qqq ( 10:30 am ) stocks finance stockmarket st …
13653,$ aapl apple makes third 10.11 . 2 beta available to public testers URL AT_USER
13655,rt AT_USER $ aapl $ msft $ goog $ amzn $ fb $ ma $ baba $ nflx URL
13664,twitter stock buzz : $ eurusd $ usdjpy $ googl $ usd $ aapl ( 10:31 am ) stocks finance stockmarket stockpicks … … URL
13667,filzstueck : filzstueck : satish_kumar 21 : filzstueck : filzstueck : satish_kumar 21 : $ aapl $ googl $ bbry $ msft priv the mobile world's walls are …
13671,we'll be reviewing today's playbook on chat audio in 10 mins for members . reviewing : $ nflx $ googl $ amzn $ aapl $ fos … URL
13676,rt AT_USER $ aapl hey there new all time highs ! thanks for all the fish ! how you doin AT_USER and how's your old prediction of $ …
13699,rt satish_kumar 21 : toptickertweets $ spy $ aapl $ spx $ googl $ gpro fintech finserv URL 2015111 … URL
13706,apple : the new arms race $ aapl URL
13711,rt AT_USER scanning for doubles - URL $ spy $ iwm $ aapl $ dia $ gdx $ baba $ fb $ nflx $ googl $ tsla $ uvxy $ bidu $ yhoo $ …
13712,toptickertweets $ dax $ spy $ aapl $ googl $ fb fintech finserv URL 2015111 6-08 : 00
13718,"monday links : staying private , a hotel take-under and tech-free meetings . URL $ hot $ mar $ aapl $ urbn $ dis $ mat $ flag $ vti"
13720,stocknerds podcast from sat show u 2 to know 4 this week $ aapl $ googl $ spy $ qqq URL tjreazor … URL
13722,rt AT_USER $ aapl apple en cash = $ 192mil millones ( entre cash y bonos ) argentina bcra = $ 26mil millones ( en papelitos de colore …
13723,"$ aapl - is demand for apple , inc . ' s new iphone 6s slowing ? URL"
13726,"rt kthirum 1 : rt satish_kumar 21 : a to ‘ c ya ! ” : alibaba , alphabet , apple stocks dumped by appaloosa $ aapl $ googl … URL"
13728,via sterlingmholmes : via nafi 9918 : rt portfoliobuzz : track trending assets in 1 watchlist ftse 100 $ aapl $ eurjpy $ … URL
13729,worst sentiment for sp1500 stocks at midday : $ goog $ aapl $ ebs $ arw $ wcn ( 2015/11 / 16 ) sentiment stock alexandria
13733,rt AT_USER weekend review video ( 11/15 ): $ vix $ tlt $ uso $ xom $ ibb $ vrx $ m $ skx $ spy $ iwm $ qqq $ aapl $ amzn $ fb $ nflx $ fit $ mbly htt …
13744,ag first majestic silver corp . dividend URL $ ag $ ge $ aapl $ slv ag share tradeideas
13747,rt URL dow stocks $ aapl apple daily : 1.63 % weekly : -5.3 % ytd : 3.84 % trend : 26 / 100 URL
13760,toptickertweets $ aapl $ spy $ clvs $ fb $ googl fintech finserv URL 2015111 6-18 : 00 URL
13768,rt AT_USER apple inhaling 94 % of smartphone profits while selling 14.5 % of units URL $ aapl URL
13770,"rt AT_USER iphone 6 upgrade cycle can still boost apple , says canaccord $ aapl URL"
13773,"rt trade of the day : $ tsla twap hft algo for 11-17- 15 , t / s sell quant $ msft $ goog $ gpro $ fb $ aapl $ nflx $ amzn $ qqq URL"
13774,"apple added to conviction list at goldman , remains buy.tgt $ 163 . $ aapl . nasdaq 100 ' deki % 12 ' lik ağırlığıyla vadelileri pozitif etkiliyebilir ."
13776,"amazing tweets from ' 14 : called 20 % move in $ aapl , 12 % move in $ pcln and 35 % move in $ ibb URL"
13781,this simple diagram explains how apple thinks about its strategy : URL $ aapl $ goog $ pcln $ k
13785,rt AT_USER rt kthirum 1 : rt kthirum 1 : rt boardcentral : top stock searches on message boards and twitter : $ upot $ spy $ iwm $ aapl $ mtch ( 10 : …
13786,$ aapl - should you buy gopro inc below its ipo price ? URL
13789,goldman sachs adds apple $ aapl to conviction buy list ; sees mutli-year monetization opportunity URL
13797,"solitamente evito come la peste di darne conto , ma … "" goldman sachs : + 43 % prezzo azioni $ aapl nei prossimi 12 mesi "" URL"
13799,最近のapple株価は上がり方は弱いけど下がる時はかなり落ちる 。 $ aapl
13802,rt iliganonko : kthirum 1 : cityfalcon score gives top rated news for free bigdata $ aapl $ tsla … URL
13806,"camillehurn : rt caspercucumber : what if $ gs went long $ aapl and nobody cared ? oh wait , that's what happened ."
13810,rt AT_USER rt kthirum 1 : rt marketreturn : top stock searches on message boards and twitter : $ upot $ fb $ spy $ crl $ aapl ( 11:01 am ) stocks …
13817,2016 $ aapl $ nflx $ googl $ msft $ amzn $ box $ ibm $ ua $ fit $ bbry $ amx $ aapl $ nflx $ googl $ msft $ amzn $ box $ ibm $ ua URL
13819,cashflowquad : rt nanexllc : that spike in $ aapl is a single late dark pool print
13822,toptickertweets $ kbio $ aapl $ spy $ dax $ avxl fintech finserv URL 2015111 9-10 : 00
13823,rt AT_USER federally fueled thursday - gobbledygook in the fed minutes ! $ aapl $ qqq $ wsm $ crm $ bby - - URL https …
13830,kharvsf : rt philstockworld : federally fueled thursday - gobbledygook in the fed minutes ! $ aapl $ qqq $ wsm $ crm $ bby … URL
13833,$ aapl stc at $ . 32 limit order that i had bc i was away from monitor . retested $ 118 like i was figuring she would . still nice 33 % gain
13834,dxinfosearhc : rt philstockworld : federally fueled thursday - gobbledygook in the fed minutes ! $ aapl $ qqq $ wsm $ crm … URL
13838,"kthirum 1 : ihnewsdesk : $ dxj stock message board updated thursday , november 19 , 2015 03:10 : 53 am $ qld $ aapl $ amzn $ v … URL"
13840,kthirum 1 : alphavisor : techsparks iss_above $ chtr $ aapl $ goog pitch pasadena innovatpasadena URL
13842,"polgarstocks : $ aapl stock price updated thursday , november 19 , 2015 10:06 : 58 am $ xly $ xle $ uso $ goog URL"
13847,hcislaughtre : rt philstockworld : federally fueled thursday - gobbledygook in the fed minutes ! $ aapl $ qqq $ wsm $ crm … URL
13848,rt AT_USER territorial warers .. ! | fed $ eurusd $ gbpusd $ usdjpy $ spy $ spx oil gold forex trading $ aapl $ tsla $ goog $ fb | http …
13850,"kthirum 1 : kthirum 1 : polgarstocks : aapl apple , inc . prev close URL $ aapl $ mo $ biib $ axp aapl stocks invest"
13863,tradewithjoe : scanning for doubles - URL $ spy $ iwm $ aapl $ dia $ gdx $ baba $ fb $ nflx $ googl $ tsla $ uvxy $ bidu $ yhoo $ uso …
13878,vanderhorstn : rt martin_vana : this is what we do . pretty much daily . come and try it out .. for free ! $ aapl $ vxx $ … URL
13880,baystreetblog : do apple special events affect apple shares ? URL $ aapl URL
13881,dozenstocks : dow stocks trend $ ko $ ba $ dis $ trv $ hd $ jnj $ v $ intc $ jpm $ pg $ mcd $ mrk $ msft $ utx $ ge $ aapl $ gs $ wm … URL
13882,petrakeist : rt martin_vana : this is what we do . pretty much daily . come and try it out .. for free ! $ aapl $ vxx $ sp … URL
13883,"rt AT_USER fri , 20 nov 2015 03:30 : 00 gmt top 10 hottest stocks .. $ ibm , $ googl , $ aapl , $ tsla , $ fb , .. URL st …"
13885,"$ aapl i don't get people complaining , was 110.75 not too long ago , this is an atm , sorry if you can't make $ $ . close between 119/120 ."
13886,"fold amicus therapeutics , inc . investor opinions URL $ fold $ axpw $ aapl $ mcd fold tradeideas pennystocksfree …"
13887,rt AT_USER startup 124 : rt mobilepotpurri : firstalert's onelink : a homekit competitor to nestprotect ? nest $ aapl $ goog s … URL
13888,sterlingmholmes : via sterlingmholmes : via buzz_just_in : track trending assets in 1 watchlist $ djia $ googl $ aapl $ e … URL
13891,intel's mobile dig won't top apple supplier qualcomm URL $ intc $ qcom $ aapl
13898,$ cobi recovering eod $ arcsd $ biei $ kbio $ owoo $ gldg $ hart $ mjna $ hemp $ btfl $ wrfx $ capv $ slnn $ gnpt $ aapl $ goog $ avxl $ aezs $ bbry $ wynn
13899,$ aapl - intel corp . ’ s biggest kaby lake chip could be a great fit for apple inc . ’ s next 5k imac URL
13904,rt AT_USER gld spdr gold trust shares open URL $ gld $ havells.in $ aapl $ yang gld invest stocks
13907,"rt AT_USER fri , 20 nov 2015 23:20 : 21 gmt top 10 hottest stocks .. $ ibm , $ googl , $ aapl , $ tsla , $ fb , .. URL st …"
13908,$ aapl technical analysis video 11/20 / 2015 URL
13909,"rt AT_USER sat , 21 nov 2015 01:05 : 21 gmt top 10 hottest stocks .. $ ibm , $ googl , $ aapl , $ tsla , $ fb , .. URL st …"
13910,gain from movement in these buzzing assets ftse 100 $ aapl $ dax $ eurusd URL URL
13912,tsla tesla motors inc . bid URL $ tsla $ frma $ ivn.to $ aapl tsla stock finance
13914,apple's recent move higher could run out of steam at the end of november $ aapl URL
13915,AT_USER AT_USER AT_USER you should do your dd and avoid asking the general public questions on how to invest . $ tsla $ aapl
13926,"fb facebook , inc . current price URL $ fb $ aapl $ tna $ gldx fb finance pennystocks"
